Year,Average Median Price,Year-In Change,Average Interest Rate,Average Inflation Rate,Year-In Interest Rate Change,Year-In Inflation Rate Change,Average Business Loan Default Rate,Average All Loans Default Rate,Year-In Business Loan Default Change,Year-In All Loans Default Change,Consumer Confidence,Consumer Confidence Delta,Gold Average,Oil Average,S&P 500 9-Day Average,VVIX Average,Apple Average,Amazon Average,EMVIX Average,Gold Delta,Oil Delta,S&P 500 9-Day Delta,VVIX Delta,Apple Delta,Amazon Delta,EMVIX Delta,Economic Score
1982,0.5284895042323323,0.6179357282244033,1.0,0.9999999999999999,0.0,0.0,0.3623804056639877,0.34591126576772524,0.5052845528455285,0.35732628398791544,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.17818238425149158
1983,0.5284895042323323,0.6179357282244033,0.8513880685174247,0.41870661308001456,0.760517799352751,0.6233595800524934,0.3623804056639877,0.34591126576772524,0.5052845528455285,0.35732628398791544,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.07511049025954941
1984,0.5284895042323323,0.6179357282244033,0.957944477259303,0.5834855681402996,0.5177993527508092,0.727034120734908,0.3623804056639877,0.34591126576772524,0.5052845528455285,0.35732628398791544,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.05426016356208763
1985,0.5284895042323323,0.6179357282244033,0.8191376255168339,0.597734746072342,0.2135922330097088,0.6929133858267715,0.0,0.6237494562853414,0.5528455284552846,0.3746223564954685,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.13031765674118478
1986,0.5284895042323323,0.6179357282244033,0.5905493207324276,0.6080867129460481,0.23624595469255683,0.568241469816273,0.0,0.6159199652022618,0.5528455284552846,0.2628398791540788,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.19964458373163074
1987,0.5284895042323323,0.6179357282244033,0.6146485528647371,0.5083424674217514,0.8802588996763755,0.6299212598425196,1.0,0.7351022183558068,0.34146341463414653,0.2145015105740183,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,-0.03511554388330973
1988,0.5284895042323323,0.6179357282244033,0.6481984642646189,0.5475581536962612,0.5663430420711973,0.7086614173228346,0.8308457711442787,0.6550674206176599,0.2073170731707319,0.1812688821752267,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.05613662542596409
1989,0.5284895042323323,0.6179357282244033,0.6411104548139397,0.5758129338692,0.2944983818770227,0.6640419947506561,0.7952544967470342,0.6550674206176599,0.5121951219512197,0.3293051359516615,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.03690427220207826
1990,0.5284895042323323,0.6179357282244033,0.6292971057294743,0.6744610887833395,0.48543689320388367,0.7519685039370078,0.8515116724071948,0.7229230100043497,0.9999999999999998,0.6193353474320242,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,-0.162888433294351
1991,0.5284895042323323,0.6179357282244033,0.5746012994683992,0.6005358665205212,0.3980582524271846,0.46062992125984253,0.9548411787217758,0.839930404523706,0.44715447154471555,0.22658610271903343,0.41387811739659364,0.2626948775055685,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.031379830804248776
1992,0.5284895042323323,0.6179357282244033,0.49627879503839334,0.43039824625502376,0.6634304207119741,0.5787401574803149,0.8136241867585152,0.7050891692040017,0.14634146341463422,0.11480362537764371,0.0,0.03385300668151531,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.017338671138770856
1993,0.5284895042323323,0.6179357282244033,0.40129946839929115,0.38972110583363795,0.3851132686084144,0.6548556430446194,0.5771144278606966,0.48499347542409743,0.0,0.0,0.025547445255474366,0.2209354120267262,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.21722449909597374
1994,0.5284895042323323,0.6179357282244033,0.5178972238629651,0.35537693338204857,1.0,0.5931758530183727,0.36701109835438195,0.2770769899956503,0.3048780487804879,0.16012084592145018,0.04805352798053508,0.19866369710467724,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.10970280207861505
1995,0.5284895042323323,0.6179357282244033,0.48576491435321906,0.3620752648885641,0.07119741100323634,0.68503937007874,0.3199387676999618,0.22444541104828186,0.532520325203252,0.35045317220543815,0.07360097323600967,0.22093541202672748,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.2029949707983114
1996,0.5284895042323323,0.6179357282244033,0.4620200826934436,0.32992327365728913,0.6601941747572817,0.6246719160104987,0.30922311519326445,0.21226620269682467,0.5081300813008129,0.365558912386707,0.10097323600973229,0.2342984409799561,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.13998007536529755
1997,0.5284895042323323,0.6179357282244033,0.4702894270525693,0.2798684691267811,0.45631067961165056,0.6167979002624672,0.27286643704554153,0.18834275772074816,0.47154471544715454,0.3474320241691843,0.12287104622871037,0.19420935412026769,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.19519746027205587
1998,0.5284895042323323,0.6179357282244033,0.3891317188422917,0.25855559615150414,0.365695792880259,0.6220472440944882,0.27477994642173753,0.17355371900826438,0.5772357723577236,0.3776435045317221,0.1380778588807785,0.1452115812917602,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.20008620135869393
1999,0.5284895042323323,0.6179357282244033,0.4261075014766686,0.19559127999025702,0.8478964401294499,0.6259842519685039,0.3069269039418293,0.1644193127446716,0.5609756097560976,0.3564954682779456,0.15997566909975658,0.19420935412026769,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.1410052174726295
2000,0.0,0.6968647562652004,0.4585942114589486,0.2701254414809402,0.3139158576051781,0.7362204724409448,0.3520857252200536,0.1705089169204001,0.7195121951219512,0.48338368580060426,0.19403892944038914,0.2832962138084636,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.08641574337571578
2001,0.10652750346453077,0.6729406788622185,0.33396337861783804,0.3496529046401169,0.4951456310679613,0.7440944881889763,0.4718714121699197,0.24314919530230528,0.8902439024390243,0.5105740181268882,0.22384428223844266,0.25211581291759555,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.014999938042228322
2002,0.22685857075826843,0.7698265834831342,0.30502067336089767,0.350018268176836,0.2944983818770227,0.5524934383202099,0.588212782242633,0.2566333188342757,0.6300813008130081,0.36253776435045326,0.24087591240875905,0.1585746102449901,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.1473767608323957
2003,0.3742429863710266,0.8044570159670086,0.2217365623154164,0.2177566678845451,0.6343042071197411,0.5472440944881889,0.5101415996938385,0.1935624184428012,0.22764227642276436,0.2960725075528702,0.2658150851581508,0.21648106904231668,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.26651279832262587
2004,0.5798042403675132,0.9584434810193507,0.2578854105138807,0.2015588844233346,0.6310679611650486,0.6994750656167978,0.33371603520857257,0.10091344062635926,0.24796747967479688,0.3141993957703928,0.2956204379562043,0.25211581291759555,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.34321550832723613
2005,0.8444889407810745,1.0,0.2848198464264618,0.21544269881865782,0.6407766990291263,0.6732283464566929,0.23076923076923075,0.06133101348412351,0.4796747967479674,0.392749244712991,0.3345498783454989,0.31893095768374247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.6054074452263092,0.571844591235173,0.38255790801088474,0.4684023668639057,0.5297688281477174,0.5321244170552965,0.5044828409905247,0.3778859619040862
2006,1.0,0.5732526171090198,0.34046072061429417,0.30471318962367555,0.5825242718446603,0.7414698162729658,0.19517795637198623,0.062200956937799035,0.4552845528455285,0.4652567975830816,0.3728710462287105,0.31447661469933164,0.0,0.0,0.0,0.41017751479289943,0.0,0.0,0.0,0.0,0.0,0.0,0.41017751479289943,0.0,0.0,0.0,-0.6898343805050322
2007,0.9457569045098917,0.1834355503859575,0.305965741287655,0.2808427718913653,0.31715210355987067,0.5958005249343832,0.18714121699196326,0.14615050021748588,0.5975609756097562,0.6404833836858006,0.407785888077859,0.289532293986638,0.0,0.0,0.0,0.2688757396449706,0.0,0.0,0.0,0.0,0.0,0.0,0.2688757396449706,0.0,0.0,0.0,-0.7908148164610149
2008,0.6952604126883668,0.0,0.20153573538098052,0.29168189014736334,0.4271844660194176,0.6377952755905512,0.2877918101798699,0.4271422357546759,1.0,1.0,0.45620437956204396,0.38841870824053537,0.0,0.0,0.0,0.3495857988165678,0.0,0.0,0.0,0.0,0.0,0.0,0.3495857988165678,0.0,0.0,0.0,-1.0
2009,0.525059197101797,0.5234482393993867,0.16526875369167157,0.1674582876628913,0.5339805825242719,0.4921259842519685,0.5973976272483735,0.9299695519791212,0.9999999999999998,0.9305135951661632,0.45158150851581513,0.0,0.9999999999999999,0.6990553306342779,0.0,0.09846153846153838,0.0,0.0,0.0,0.9999999999999999,0.6990553306342779,0.0,0.09846153846153838,0.0,0.0,0.0,-0.6355315717997656
2010,0.5153857905131869,0.6146240879771598,0.14022445363260483,0.0,0.34627831715210367,0.6089238845144357,0.5296593953310371,0.9999999999999999,0.16260162601626027,0.09667673716012087,0.47299270072992694,0.19064587973274055,0.8237030788696752,0.5683439367649894,0.0,0.3675739644970415,0.0,0.0,0.0,0.8237030788696752,0.5683439367649894,0.0,0.3675739644970415,0.0,0.0,0.0,-0.2966536328983742
2011,0.5284895042323323,0.6179357282244033,0.09108092144122856,0.09134088417975883,0.33009708737864085,0.7965879265091863,0.3076923076923077,0.8025228360156588,0.22764227642276424,0.17824773413897296,0.5148418491484185,0.3403118040089091,0.9801771404470686,0.7468671679197996,0.6103404791929382,0.4939644970414201,0.7518416206261509,0.9050632911392403,1.0,0.9801771404470686,0.7468671679197996,0.6103404791929382,0.4939644970414201,0.7518416206261509,0.9050632911392403,1.0,0.9207734707900386
2012,0.5284895042323323,0.6179357282244033,0.014884819846426459,0.1943734015345269,0.45954692556634313,0.6522309711286088,0.20512820512820515,0.6624619399739016,0.41056910569105687,0.21148036253776434,0.5431265206812653,0.24097995545657105,0.606495149725854,0.54848660111818,0.6390290037831021,0.5128994082840239,1.0,0.8320806962025316,0.7225416036308624,0.606495149725854,0.54848660111818,0.6390290037831021,0.5128994082840239,1.0,0.8320806962025316,0.7225416036308624,0.7143128445683797
2013,0.5284895042323323,0.6179357282244033,0.05764914353219135,0.16149068322981372,0.6731391585760518,0.6272965879265092,0.15384615384615385,0.4780339277946932,0.4634146341463415,0.13293051359516622,0.5636253041362532,0.1839643652561256,0.9131168283424713,0.34239444765760557,0.40636822194199246,0.0,0.6873848987108655,0.6971914556962024,0.6556732223903179,0.9131168283424713,0.34239444765760557,0.40636822194199246,0.0,0.6873848987108655,0.6971914556962024,0.6556732223903179,0.35300226459598916
2014,0.5284895042323323,0.6179357282244033,0.10336680448907262,0.1659968335160151,0.4660194174757282,0.6732283464566928,0.1220818982013012,0.31013484123531965,0.47967479674796754,0.22054380664652573,0.5866180048661801,0.20222717149220562,0.8469000421762968,0.9685752843647581,0.43032786885245905,1.0,0.6965930018416207,0.7545490506329113,0.6323751891074131,0.8469000421762968,0.9685752843647581,0.43032786885245905,1.0,0.6965930018416207,0.7545490506329113,0.6323751891074131,0.9050108721336203
2015,0.5284895042323323,0.6179357282244033,0.10029533372711164,0.1938862501522349,0.5436893203883496,0.7125984251968503,0.13318025258323768,0.19573727707698996,0.6626016260162602,0.3141993957703929,0.5883211678832118,0.04632516703786278,0.6322226908477435,0.8978214767688453,0.534047919293821,0.695147928994083,0.6860036832412523,0.7201344936708859,0.7173978819969744,0.6322226908477435,0.8978214767688453,0.534047919293821,0.695147928994083,0.6860036832412523,0.7201344936708859,0.7173978819969744,0.6902798230443019
2016,0.5284895042323323,0.6179357282244033,0.07655050206733607,0.2519790524905615,0.5533980582524273,0.6692913385826771,0.2399540757749713,0.15397999130056544,0.5853658536585366,0.3595166163141994,0.6065085158150852,0.16703786191536732,0.6845212990299451,0.5943705417389628,0.36979823455233296,0.4915976331360947,0.505524861878453,0.563884493670886,0.6420574886535553,0.6845212990299451,0.5943705417389628,0.36979823455233296,0.4915976331360947,0.505524861878453,0.563884493670886,0.6420574886535553,0.3818404559441033
2017,0.5284895042323323,0.6179357282244033,0.11990549320732427,0.2074047010108391,0.5113268608414241,0.5839895013123358,0.20398009950248758,0.11048281861678988,0.41056910569105687,0.3595166163141995,0.6375912408759125,0.26146993318485645,0.4622522142555883,0.4110275689223058,0.2878310214375788,0.7084023668639055,0.5389042357274402,0.4624208860759493,0.45234493192133135,0.4622522142555883,0.4110275689223058,0.2878310214375788,0.7084023668639055,0.5389042357274402,0.4624208860759493,0.45234493192133135,0.2953497389432651
2018,0.5284895042323323,0.6179357282244033,0.1807442409923213,0.23066617951528437,0.6860841423948221,0.6902887139107611,0.1576731725985458,0.07090039147455413,0.48373983739837395,0.34138972809667684,0.6740267639902678,0.30066815144766246,0.5685364824968367,1.0,1.0,0.3853254437869822,0.9930939226519337,0.9794303797468354,0.7615733736762482,0.5685364824968367,1.0,1.0,0.3853254437869822,0.9930939226519337,0.9794303797468354,0.7615733736762482,1.0
2019,0.5284895042323323,0.6179357282244033,0.0926166568222091,0.24625502374862993,0.3915857605177995,0.6981627296587927,0.1699196326061998,0.046541974771639794,0.5243902439024392,0.3716012084592145,0.7017031630170317,0.23652561247216022,0.532686630113876,0.5455947561210719,0.4561790668348046,0.5507692307692307,0.6597605893186004,0.5100870253164557,0.5222390317700455,0.532686630113876,0.5455947561210719,0.4561790668348046,0.5507692307692307,0.6597605893186004,0.5100870253164557,0.5222390317700455,0.43933121526781305
2020,0.5284895042323323,0.6179357282244033,0.0,0.2021678236511997,0.32362459546925576,0.5091863517060367,0.19020283199387678,0.06002609830361022,0.5975609756097562,0.43202416918429,0.7208637469586375,0.1741648106904241,0.8768452129902993,0.7293233082706767,0.6711853720050441,0.9711242603550296,0.8068600368324125,0.7246835443037974,0.6844175491679275,0.8768452129902993,0.7293233082706767,0.6711853720050441,0.9711242603550296,0.8068600368324125,0.7246835443037974,0.6844175491679275,0.9999978826500646
2021,0.5284895042323323,0.6179357282244033,0.012285883047844066,0.23346729996346363,0.6699029126213593,0.9120734908136482,0.16724071947952546,0.023053501522401015,0.5325203252032521,0.3444108761329306,0.794829683698297,0.5755011135857475,0.6161956980177139,0.8216695585116638,0.4489281210592686,0.9192899408284023,0.699585635359116,0.5909810126582278,0.7936459909228443,0.6161956980177139,0.8216695585116638,0.4489281210592686,0.9192899408284023,0.699585635359116,0.5909810126582278,0.7936459909228443,0.8024906819943358
2022,0.5284895042323323,0.6179357282244033,0.16704075605434138,0.6738521495554745,0.970873786407767,0.9999999999999999,0.16188289322617683,0.0,0.540650406504065,0.39577039274924475,0.9267639902676402,1.0,0.6853648249683677,0.7954501638712165,0.685687263556116,0.14721893491124272,0.9627071823204421,0.9999999999999999,0.8865355521936461,0.6853648249683677,0.7954501638712165,0.685687263556116,0.14721893491124272,0.9627071823204421,0.9999999999999999,0.8865355521936461,0.8161480937933749
2023,0.5284895042323323,0.6179357282244033,0.12663910218546956,0.33430763609791747,0.33009708737864085,0.5328083989501312,0.15154994259471874,0.013919095258808134,0.5731707317073171,0.4561933534743202,1.0,0.5701559020044531,0.6684943061999156,0.6982841719683824,0.36475409836065575,0.38177514792899414,0.4726058931860037,0.5767405063291139,0.5673222390317701,0.6684943061999156,0.6982841719683824,0.36475409836065575,0.38177514792899414,0.4726058931860037,0.5767405063291139,0.5673222390317701,0.5275347495646598
2024,0.5284895042323323,0.6179357282244033,0.36033808679998874,0.3464922200764363,0.4983048235475421,0.6408261467316585,0.1729812476081133,0.03914745541539799,0.5934959349593496,0.4018126888217523,0.41387811739659364,0.2626948775055685,0.6052298608182201,0.4977829188355504,0.36412358133669614,0.14745562130177525,0.6047421731123388,0.7931170886075949,0.5470499243570348,0.6052298608182201,0.4977829188355504,0.36412358133669614,0.14745562130177525,0.6047421731123388,0.7931170886075949,0.5470499243570348,0.2486855387214475
